id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s126,TV Show,Q-Force,Não Informado,"Sean Hayes, Gary Cole, David Harbour, Patti Harrison, Laurie Metcalf",US,2021-09-02,2021,18,"Crime TV Shows, TV Action & Adventure, TV Comedies",2021-09-02,,1.0,Primavera
s127,Movie,Shikara,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Mushtaq Kak",IN,2021-09-02,2020,14,"Dramas, International Movies, Romantic Movies",2020-02-07,115.0,,Verão
s128,Movie,A Cinderella Story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King",US,2021-09-01,2004,10,"Children & Family Movies, Comedies",2004-07-16,95.0,,Inverno
s129,Movie,Agatha Christie's Crooked House,Não Informado,Não Informado,Não Informado,2021-09-01,2017,12,"Dramas, International Movies, Thrillers",,115.0,,Não informado
s130,Movie,An Unfinished Life,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Becca Gardner, Josh Lucas","US, DE",2021-09-01,2005,12,Dramas,2005-09-09,108.0,,Primavera
s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,"America Young, Amber Eliese May, Giselle Fernández, Alejandro Saab, Dinora Walcott",US,2021-09-01,2021,Livre,"Children & Family Movies, Music & Musicals",2021-08-20,63.0,,Inverno
s132,Movie,Blade Runner: The Final Cut,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh","US, HK, GB",2021-09-01,1982,16,"Action & Adventure, Classic Movies, Cult Movies",1982-06-25,117.0,,Inverno
s133,TV Show,Brave Animated Series,Não Informado,Não Informado,TW,2021-09-01,2021,18,"International TV Shows, TV Action & Adventure, TV Comedies",2021-07-04,,1.0,Inverno
s134,Movie,Chappie,Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman, Ninja, Yo-Landi Visser","US, ZA, MX",2021-09-01,2015,16,"Action & Adventure, Sci-Fi & Fantasy",2015-03-04,121.0,,Outono
s135,Movie,Clear and Present Danger,Phillip Noyce,"Harrison Ford, Willem Dafoe, Joaquim de Almeida, Henry Czerny, Harris Yulin",US,2021-09-01,1994,12,"Action & Adventure, Dramas",1994-08-03,142.0,,Inverno
s136,Movie,Cliffhanger,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn","FR, IT, US, JP",2021-09-01,1993,16,Action & Adventure,1993-05-28,113.0,,Outono
s137,Movie,Cold Mountain,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson","US, GB, RO, IT",2021-09-01,2003,16,"Dramas, Romantic Movies",2003-12-24,154.0,,Verão
s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Alec Wilson","AU, US",2021-09-01,2001,10,"Action & Adventure, Comedies",2001-04-12,95.0,,Outono
s139,Movie,Dear John,Lasse Hallström,"Amanda Seyfried, Channing Tatum, Richard Jenkins, Henry Thomas, D.J. Cotrona",US,2021-09-01,2010,12,"Dramas, Romantic Movies",2010-02-04,108.0,,Verão
s140,Movie,Do the Right Thing,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito",US,2021-09-01,1989,16,"Classic Movies, Comedies, Dramas",1989-06-14,120.0,,Inverno
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,"Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva","VE, AR",2021-09-01,2014,18,"Dramas, International Movies, Thrillers",2014-10-12,100.0,,Primavera
s142,Movie,Extraction,Steven C. Miller,"Bruce Willis, Gina Carano, Kellan Lutz, D. B. Sweeney, Dan Bilzerian","GB, US",2021-09-01,2015,16,Action & Adventure,2015-12-18,82.0,,Verão
s143,Movie,Freedom Writers,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April Hernandez Castillo","DE, US",2021-09-01,2007,12,Dramas,2007-01-05,124.0,,Verão
s144,Movie,Green Lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins",US,2021-09-01,2011,12,"Action & Adventure, Sci-Fi & Fantasy",2011-06-14,114.0,,Inverno
s145,Movie,House Party,Reginald Hudlin,"Christopher Reid, Christopher Martin, Paul Anthony, Bowlegged Lou, B-Fine",US,2021-09-01,1990,16,"Comedies, Cult Movies",1990-01-20,104.0,,Verão
s146,Movie,House Party 2,Doug McHenry,"Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony",US,2021-09-01,1991,16,"Comedies, Cult Movies, Music & Musicals",1991-10-23,94.0,,Primavera
s147,Movie,House Party 3,Eric Meza,"Christopher Reid, Christopher Martin, Angela Means, Khandi Alexander, Bernie Mac",US,2021-09-01,1994,16,"Comedies, Music & Musicals",1994-01-11,94.0,,Verão
s148,TV Show,How to Be a Cowboy,Não Informado,Não Informado,US,2021-09-01,2021,10,Reality TV,2021-09-01,,1.0,Primavera
s149,TV Show,HQ Barbers,Não Informado,Não Informado,Não Informado,2021-09-01,2020,14,TV Shows,2021-09-01,,1.0,Primavera
s150,Movie,I Got the Hook Up,Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer, Ice Cube, Tommy Lister Jr.",US,2021-09-01,1998,16,"Action & Adventure, Comedies",1998-05-27,93.0,,Outono
s151,Movie,In Too Deep,Michael Rymer,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Hill Harper",US,2021-09-01,1999,16,Thrillers,1999-08-25,97.0,,Inverno
s152,Movie,Initial D,Alan Mak Siu-Fai,"Jay Chou, Anne Suzuki, Jordan Chan Siu-Chun, Shawn Yue, Anthony Wong Chau-Sang","HK, JP, TH",2021-09-01,2005,14,"Action & Adventure, International Movies",2005-05-12,109.0,,Outono
s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,"Connor Ball, Brittany Behrns, Dustin Belt, Beau Brooks, Gina Brooks",US,2021-09-01,2016,18,Comedies,2015-08-28,88.0,,Inverno
s154,TV Show,Kid-E-Cats,Não Informado,Maksim Sergeev,RU,2021-09-01,2016,Livre,Kids' TV,2015-10-24,,2.0,Primavera
s155,TV Show,Kuroko's Basketball,Não Informado,"Kensho Ono, Yuki Ono, Junichi Suwabe, Daisuke Ono, Ryohei Kimura",JP,2021-09-01,2015,18,"Anime Series, International TV Shows, Teen TV Shows",2012-04-08,,3.0,Outono
s156,Movie,Labyrinth,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson, Christopher Malcolm","GB, US",2021-09-01,1986,10,"Action & Adventure, Children & Family Movies, Cult Movies",1986-06-27,101.0,,Inverno
s157,Movie,Letters to Juliet,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero",US,2021-09-01,2010,10,"Comedies, Dramas, Romantic Movies",2010-05-13,105.0,,Outono
s158,Movie,Level 16,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan",CA,2021-09-01,2018,14,"Sci-Fi & Fantasy, Thrillers",2018-02-20,102.0,,Verão
s159,Movie,Love Don't Cost a Thing,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey",US,2021-09-01,2003,12,"Comedies, Romantic Movies",2003-12-12,101.0,,Verão
s160,Movie,Love in a Puff,Edmond Pang,"Miriam Yeung Chin-Wah, Shawn Yue, Cheung Tat-Ming, Jo Kok Cho-Lam, Vincent Kok Tak-Chiu",HK,2021-09-01,2010,18,"Comedies, Dramas, International Movies",2010-03-25,103.0,,Outono
s161,TV Show,Major Dad,Não Informado,"Gerald McRaney, Shanna Reed, Matt Mulhern, Jon Cypher, Beverly Archer",US,2021-09-01,1992,10,TV Comedies,1989-09-17,,4.0,Primavera
s162,Movie,Mars Attacks!,Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito",US,2021-09-01,1996,12,"Comedies, Cult Movies, Sci-Fi & Fantasy",1996-12-13,106.0,,Verão
s163,Movie,Marshall,Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, James Cromwell","HK, US",2021-09-01,2017,12,Dramas,2017-10-13,118.0,,Primavera
s164,Movie,My Boss's Daughter,David Zucker,"Ashton Kutcher, Tara Reid, Andy Richter, Jeffrey Tambor, Michael Madsen",US,2021-09-01,2003,16,"Comedies, Romantic Movies",2003-08-21,86.0,,Inverno
s165,Movie,Mystery Men,Kinka Usher,"Ben Stiller, Hank Azaria, William H. Macy, Greg Kinnear, Kel Mitchell",US,2021-09-01,1999,12,"Action & Adventure, Comedies",1999-08-06,121.0,,Inverno
s166,TV Show,Oldsters,Não Informado,"Patricio Contreras, Sergio Hernández, Alejandro Goic, Gloria Münchmeyer, Mariana Loyola",CL,2021-09-01,2019,18,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020-12-27,,1.0,Verão
s167,Movie,Once Upon a Time in America,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld","US, IT",2021-09-01,1984,16,"Classic Movies, Dramas",1984-05-23,229.0,,Outono
s168,Movie,Open Season 2,Matthew O'Callaghan,"Joel McHale, Mike Epps, Cody Cameron, Georgia Engel, Jane Krakowski",US,2021-09-01,2008,10,"Children & Family Movies, Comedies",2008-09-24,76.0,,Primavera
s169,Movie,Osmosis Jones,Peter Farrelly,"Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, Elena Franklin",US,2021-09-01,2001,10,"Action & Adventure, Children & Family Movies, Comedies",2001-08-10,95.0,,Inverno
s170,Movie,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum",US,2021-09-01,2006,12,"Action & Adventure, Dramas",2006-05-03,98.0,,Outono
s171,Movie,Rhyme & Reason,Peter Spirer,"Dr. Dre, Nas, RZA, Method Man, Ice-T",US,2021-09-01,1997,16,"Documentaries, Music & Musicals",1997-03-04,89.0,,Outono
s172,Movie,Same Kind of Different as Me,Michael Carney,"Greg Kinnear, Djimon Hounsou, Renée Zellweger, Jon Voight, Olivia Holt",US,2021-09-01,2017,12,"Dramas, Faith & Spirituality",2017-10-20,120.0,,Primavera
s173,Movie,School of Rock,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Miranda Cosgrove",US,2021-09-01,2003,12,"Comedies, Music & Musicals",2003-10-03,110.0,,Primavera
s174,Movie,Snervous Tyler Oakley,Amy Rice,"Tyler Oakley, Korey Kuhl, Vinny Grosso, Luke Cutforth",US,2021-09-01,2015,12,"Documentaries, LGBTQ Movies",2015-12-11,83.0,,Verão
s175,Movie,Tears of the Sun,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner",US,2021-09-01,2003,16,"Action & Adventure, Dramas",2003-03-07,121.0,,Outono
s176,Movie,The Blue Lagoon,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Jeffrey Kleiser",US,2021-09-01,1980,16,"Dramas, Romantic Movies",1980-07-05,105.0,,Inverno
s177,Movie,The Golden Child,Michael Ritchie,"Eddie Murphy, Charles Dance, Charlotte Lewis, J.L. Reate, Victor Wong Chi-Keung",US,2021-09-01,1986,12,"Action & Adventure, Comedies",1986-12-12,94.0,,Verão
s178,Movie,The Guns of Navarone,J. Lee Thompson,"Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle","GB, US",2021-09-01,1961,14,"Action & Adventure, Classic Movies",1961-04-27,156.0,,Outono
s179,Movie,The Interview,Evan Goldberg,"James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang",US,2021-09-01,2014,16,"Action & Adventure, Comedies",2014-12-25,112.0,,Verão
s180,Movie,The Nutty Professor,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle",US,2021-09-01,1996,12,"Comedies, Romantic Movies",1996-06-28,95.0,,Inverno
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant",US,2021-09-01,2000,12,"Comedies, Romantic Movies",2000-07-27,107.0,,Inverno
s182,TV Show,Turning Point: 9/11 and the War on Terror,Não Informado,Não Informado,US,2021-09-01,2021,14,Docuseries,2021-09-01,,1.0,Primavera
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant, Cedric the Entertainer",US,2021-09-01,2008,12,Comedies,2008-02-08,114.0,,Verão
s184,Movie,In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole",US,2021-08-31,1993,16,"Action & Adventure, Classic Movies",1993-07-08,129.0,,Inverno
s185,TV Show,Sparking Joy,Não Informado,Marie Kondo,US,2021-08-31,2021,10,Reality TV,2021-08-31,,1.0,Inverno
s186,Movie,Untold: Crime & Penalties,Chapman Way,"Richard Brosal, James Galante, A.J. Galante, Ed Adams, Jeff Waterman",US,2021-08-31,2021,18,"Documentaries, Sports Movies",2021-08-31,86.0,,Inverno
s187,TV Show,Hometown Cha-Cha-Cha,Não Informado,"Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Yeong-ok",KR,2021-08-29,2021,14,"International TV Shows, Romantic TV Shows, TV Comedies",2021-08-28,,1.0,Inverno
s188,TV Show,The Ingenuity of the Househusband,Não Informado,Kenjiro Tsuda,JP,2021-08-29,2021,Livre,"International TV Shows, TV Comedies",2021-08-29,,1.0,Inverno
s189,Movie,2 Alone in Paris,Ramzy Bedia,"Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez",FR,2021-08-28,2008,18,"Comedies, International Movies",2008-06-25,97.0,,Inverno
s190,TV Show,Bread Barbershop,Não Informado,"Um Sang-hyun, Park Yun-hee, Kang Shi-hyun",KR,2021-08-28,2020,Livre,"Kids' TV, TV Comedies",2019-01-03,,2.0,Verão
s191,Movie,Thimmarusu,Sharan Koppisetty,"Satyadev Kancharana, Priyanka Jawalkar, Ajay, Brahmaji, Harsha Chemudu",IN,2021-08-28,2021,14,"Dramas, International Movies",2021-07-30,125.0,,Inverno
s192,Movie,Wind River,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham, Graham Greene, Jon Bernthal","FR, GB, US",2021-08-28,2017,16,"Dramas, Independent Movies",2017-08-03,107.0,,Inverno
s193,Movie,C Kkompany,Sachin Yardi,"Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Mithun Chakraborty, Raima Sen",IN,2021-08-27,2008,14,"Action & Adventure, Comedies, International Movies",2008-08-29,127.0,,Inverno
s194,TV Show,D.P.,Não Informado,"Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku, Jeong Seok-yong",KR,2021-08-27,2021,18,"International TV Shows, TV Dramas",2021-08-27,,1.0,Inverno
s195,TV Show,Deadly Sins,Não Informado,Frank Ramírez,CO,2021-08-27,2002,18,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2002-10-14,,1.0,Primavera
s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Urmila Matondkar, Malaika Arora, Arjun Rampal, Neha Oberoi",IN,2021-08-27,2008,14,"Comedies, Dramas, International Movies",2008-11-07,128.0,,Primavera
s197,Movie,He's All That,Mark Waters,"Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook, Matthew Lillard",US,2021-08-27,2021,14,"Comedies, Romantic Movies",2021-08-27,92.0,,Inverno
s198,TV Show,I Heart Arlo,Não Informado,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman",US,2021-08-27,2021,10,"Kids' TV, TV Comedies",2021-08-27,,1.0,Inverno
s199,TV Show,King of Boys: The Return of the King,Não Informado,"Lord Frank, Richard Mofe-Damijo, Osas Ighodaro, Sola Sobowale, Remilekun Reminisce Safaru",NG,2021-08-27,2021,18,"Crime TV Shows, International TV Shows, TV Dramas",2021-08-27,,1.0,Inverno
s200,Movie,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Dipannita Sharma, Himanshu Malik, Anita Hassanandani Reddy, Himani Shivpuri",IN,2021-08-27,2006,14,"Comedies, Dramas, International Movies",2005-10-14,135.0,,Primavera
s201,Movie,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Vrajesh Hirjee, Hiten Tejwani",IN,2021-08-27,2004,14,"Action & Adventure, Horror Movies, International Movies",2004-07-30,124.0,,Inverno
s202,Movie,Kucch To Hai,Anurag Basu,"Tusshar Kapoor, Esha Deol, Anita Hassanandani Reddy, Vrajesh Hirjee, Yash Tonk",IN,2021-08-27,2003,14,"Dramas, International Movies, Thrillers",2003-01-24,136.0,,Verão
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Shoma Anand",IN,2021-08-27,2005,18,"Comedies, International Movies, Music & Musicals",2005-05-06,165.0,,Outono
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Krishna Abhishek, Mandana Karimi, Meghna Naidu, Shakti Kapoor",IN,2021-08-27,2016,18,"Comedies, International Movies",2016-01-22,124.0,,Verão
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Sarah-Jane Dias, Anupam Kher, Neha Sharma",IN,2021-08-27,2012,18,"Comedies, International Movies",2012-06-05,136.0,,Inverno
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Sushmita Sen, Rambha, Satish Kaushik, Anupam Kher",IN,2021-08-27,2001,14,"Comedies, International Movies, Sci-Fi & Fantasy",2001-09-21,150.0,,Primavera
s207,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,"Anshuman Jha, Nushrratt Bharuccha, Rajkummar Rao, Neha Chauhan, Amit Sial",IN,2021-08-27,2010,18,"Dramas, Independent Movies, International Movies",2010-03-19,112.0,,Outono
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Não Informado,Não Informado,Não Informado,2021-08-27,2008,14,"Action & Adventure, International Movies, Music & Musicals",,119.0,,Não informado
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda",IN,2021-08-27,2010,14,"Dramas, International Movies, Music & Musicals",2010-07-30,133.0,,Inverno
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Kurush Deboo",IN,2021-08-27,2013,14,"Dramas, International Movies, Music & Musicals",2013-08-14,142.0,,Inverno
s211,Movie,Ragini MMS,Pavan Kirpalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza",IN,2021-08-27,2011,18,"Horror Movies, International Movies",2011-05-13,93.0,,Outono
s212,Movie,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta",IN,2021-08-27,2014,18,"Horror Movies, International Movies",2014-03-21,113.0,,Outono
s213,TV Show,Rebellion,Não Informado,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Barry Ward",IE,2021-08-27,2016,18,"International TV Shows, TV Dramas",2016-01-03,,2.0,Verão
s214,TV Show,RIDE ON TIME,Não Informado,Shunsuke Kazama,JP,2021-08-27,2021,10,"Docuseries, International TV Shows",2018-10-06,,3.0,Primavera
s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,"Sam Heughan, Ruby Rose, Andy Serkis, Tom Wilkinson, Tom Hopper","HU, NL, CH, GB",2021-08-27,2021,16,"Action & Adventure, International Movies",2021-08-11,124.0,,Inverno
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,"Vivek Oberoi, Tusshar Kapoor, Sanjay Dutt, Suniel Shetty, Arbaaz Khan",IN,2021-08-27,2007,18,"Action & Adventure, Dramas, International Movies",2007-05-25,116.0,,Outono
s217,Movie,Shor In the City,Krishna D.K.,"Sundeep Kishan, Tusshar Kapoor, Sendhil Ramamurthy, Nikhil Dwivedi, Preeti Desai",IN,2021-08-27,2011,14,"Comedies, Dramas, Independent Movies",2011-04-28,106.0,,Outono
s218,Movie,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Anju Mahendru",IN,2021-08-27,2011,14,"Comedies, Dramas, International Movies",2011-12-02,145.0,,Verão
s219,TV Show,Titletown High,Não Informado,"Jake Garcia, Lenley Gross, Kendall Haden, Amari Jones, Samuel Brown",US,2021-08-27,2021,14,"Reality TV, Teen TV Shows",2021-08-27,,1.0,Inverno
s220,TV Show,EDENS ZERO,Não Informado,"Takuma Terashima, Mikako Komatsu, Rie Kugimiya, Hiromichi Tezuka, Shiori Izawa",JP,2021-08-26,2021,14,"Anime Series, International TV Shows",2021-04-11,,1.0,Outono
s221,TV Show,Family Reunion,Não Informado,"Tia Mowry, Anthony Alabi, Talia Jackson, Cameron J. Wright, Jordyn Raya James",US,2021-08-26,2021,10,"Kids' TV, TV Comedies",2019-07-10,,4.0,Inverno
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,"Bob Ross, Steve Ross, Vicky Ross, John Thamm, Ian Bourland","NL, US",2021-08-25,2021,14,Documentaries,2021-08-25,93.0,,Inverno
s223,TV Show,Clickbait,Não Informado,"Adrian Grenier, Zoe Kazan, Betty Gabriel, Phoenix Raei, Camaron Engels",US,2021-08-25,2021,18,"Crime TV Shows, TV Dramas, TV Mysteries",2021-08-25,,1.0,Inverno
s224,TV Show,John of God: The Crimes of a Spiritual Healer,Não Informado,"Andrea Mannelli, Rejane Araújo, Jardel Wagner, Norberto Kist, Angela Homercher",BR,2021-08-25,2021,18,"Crime TV Shows, Docuseries, International TV Shows",2021-08-25,,1.0,Inverno
s225,TV Show,Motel Makeover,Não Informado,"April Brown, Sarah Sklash",CA,2021-08-25,2021,14,"International TV Shows, Reality TV",2021-08-25,,1.0,Inverno
s226,TV Show,Open Your Eyes,Não Informado,"Maria Wawreniuk, Ignacy Liss, Marcin Czarnik, Wojciech Dolatowski, Zuzanna Galewicz",PL,2021-08-25,2021,18,"International TV Shows, TV Dramas, TV Mysteries",2021-08-25,,1.0,Inverno
s227,TV Show,Post Mortem: No One Dies in Skarnes,Não Informado,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild, Sara Khorami",NO,2021-08-25,2021,18,"International TV Shows, TV Comedies, TV Dramas",2021-08-25,,1.0,Inverno
s228,Movie,Really Love,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Uzo Aduba, Tristan Mack Wilds, Naturi Naughton",US,2021-08-25,2020,18,"Dramas, Independent Movies, Romantic Movies",2020-10-16,95.0,,Primavera
s229,Movie,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich, Amila Terzimehić","GB, US",2021-08-25,2014,16,Action & Adventure,2014-08-27,108.0,,Inverno
